tmin,tmean,tmax
-8.179627251995295723e+00,-4.691080809862857137e+00,-1.297118515274629402e+00
-2.354252218107914629e+00,-1.381223408604096647e+00,2.295120094290735047e+00
-4.342389049792984679e+00,-8.818144596284294146e-01,7.352879407386976318e-01
-6.326160663157025965e+00,-4.569798306246232400e+00,-2.489510030552417597e+00
-5.867931071031362578e+00,-2.255777269902763393e+00,-8.721030490773089561e-01
-8.300218077828347418e+00,-5.088849126737606809e+00,-2.440350100652227017e+00
-4.982757822097919842e+00,-3.716307039813315782e-02,4.417921878692216531e+00
-1.380837787839938002e+01,-9.558160414843126063e+00,-9.130117290820631837e+00
-7.368678905844681992e+00,-3.634393086863728417e+00,-1.513574043494459787e+00
-9.037665856272857567e+00,-4.898545285804974725e+00,-4.096902205260635199e-01
-4.550827720093403528e+00,-4.026295527072650593e+00,-3.050778970237320031e-01
-1.657307997214029216e-01,4.048536991402524876e-01,1.033675346828385022e+00
-8.854375339297659409e+00,-8.776757147847501273e+00,-4.135037606303779256e+00
-6.498925732421214185e+00,-4.680344080609238233e+00,-3.671502066271004949e+00
-1.102600391885777142e+01,-8.287761376914772882e+00,-7.253452555617944775e+00
-8.005209831403016452e+00,-5.533160568532244028e+00,-9.349079017484438481e-01
-5.438619867838124122e+00,-2.420186107127952901e+00,2.556186860293728103e+00
-6.194074302718300729e+00,-5.082811327434738402e+00,-3.187843209439858772e+00
-1.220330015515028421e+01,-7.434625843728803751e+00,-3.297623943294325066e+00
-8.577082233727281846e+00,-4.080067710929622393e+00,-2.476881131671223812e+00
-9.743724933040933678e+00,-5.484309113461313778e+00,-1.232561372839572122e+00
-6.562739393863230575e+00,-4.208957037479441610e+00,-3.406567505106086191e+00
-1.177573663677874549e+01,-6.965582861880111665e+00,-3.344464727952366268e+00
-1.100170292074782274e+01,-8.140573874825143719e+00,-3.466886656726900107e+00
-5.414248291012594194e+00,-3.993607226538934629e+00,-3.150926317227344953e-01
-1.186253975033714525e+01,-9.251840286993090245e+00,-8.387826361408100340e+00
-8.758054406963696081e+00,-5.836338533578383725e+00,-3.943594528791499521e+00
-9.175252722778234116e+00,-5.998982243729536812e+00,-1.201209737255157783e+00
-6.159292973150440886e+00,-4.561140840642096350e+00,-9.556540763879874945e-01
-1.111218409144027497e+01,-7.630502774803234800e+00,-7.368019757553033955e+00
-4.861452577769336258e+00,-3.807964628085211078e+00,-2.187656846450312109e+00
-7.319943791636559283e+00,-7.123246691303861233e+00,-4.265634632307627072e+00
-1.414226929839402302e+01,-1.125803071486711104e+01,-8.814821685143590102e+00
-1.098655988765222702e+01,-6.397011971786426443e+00,-2.486694937938159988e+00
-1.308579538420467259e+01,-9.660445005701872034e+00,-7.391906850140816054e+00
-1.065361997581074505e+01,-7.843227414548247012e+00,-4.533862564277713503e+00
-1.320273298037265874e+01,-1.249124956291144173e+01,-7.881881011633457668e+00
-1.216551114300952641e+01,-1.069416632965448599e+01,-9.019989791200730522e+00
-1.439833430425840355e+01,-1.064254111512152079e+01,-9.345957138018937016e+00
-6.496979755071381035e+00,-2.957944141042316843e+00,-1.970656885193749375e+00
-1.184587680453670089e+01,-1.138771123458174017e+01,-7.746954403757105645e+00
-1.163043811818115358e+01,-1.159476379116139455e+01,-9.000345719173404646e+00
-1.074138143583584437e+01,-6.144384899495666019e+00,-3.981405788388974187e+00
-1.326707342954770752e+01,-9.912738670356954884e+00,-9.455077716113951425e+00
-1.040787765170613710e+01,-5.888502948935220971e+00,-5.048432666047822259e+00
-1.020042008967527281e+01,-8.702085161846897066e+00,-5.281577689113338359e+00
-5.264481684789680926e+00,-2.396764121209585596e+00,1.527116910965320429e+00
-1.648056153367808463e+01,-1.149631253665206820e+01,-1.139809411696128549e+01
-8.239682670703441403e+00,-6.316921581264923091e+00,-4.000402657591394018e+00
-7.921288003321112825e+00,-7.451044570968839764e+00,-5.651899817480506627e+00
-1.354598001585156197e+01,-9.083028645688862923e+00,-7.866522381621557258e+00
-1.314895421959056776e+01,-8.744893917482764678e+00,-6.570419571442845275e+00
-1.019197201607592618e+01,-1.000777243070177036e+01,-7.503439725714875941e+00
-9.672729004793254148e+00,-7.301649740617381923e+00,-4.581075947036103990e+00
-6.993451700741214694e+00,-5.536410717624674405e+00,-3.876684841459864472e+00
-9.551479021429031491e+00,-7.835306818341448043e+00,-3.143593899807876291e+00
-9.700242817095046988e+00,-8.112269961392700068e+00,-5.581411443962052132e+00
-1.251897836983179246e+01,-9.886325123187575059e+00,-9.126602711010232127e+00
-1.110974685719293653e+01,-6.352145482694099066e+00,-3.815429419721280802e+00
-7.698166651946054984e+00,-4.868315972311912709e+00,-1.389296203496256155e+00
-5.597208530499726109e+00,-5.274059596302720365e+00,-2.190497352195193148e+00
-1.125547279905174314e+01,-9.293485406733841714e+00,-7.326036812029665057e+00
-1.039904516128739331e+01,-5.549250699127931341e+00,-1.096243871442585949e+00
-1.341791752215391398e+01,-9.058784864784930946e+00,-4.654058596076031229e+00
-1.025204553951375175e+01,-7.311295527524755755e+00,-6.053765786912030045e+00
-1.864308298780308348e+01,-1.655699077365010652e+01,-1.431602181730095680e+01
-6.877313517110214214e+00,-6.305980080028490420e+00,-2.352267721943105627e+00
-8.566161824218958998e+00,-6.978567410923147918e+00,-4.207188902551683540e+00
-8.754474840054189855e+00,-4.497482494010142773e+00,-4.156646383191604954e+00
-1.191956997945939811e+01,-1.017327140901192450e+01,-5.648113222775858588e+00
-4.653196406868573831e+00,-3.674717182724826614e+00,-1.341938236527730144e+00
-9.020477758513919753e+00,-6.596889088574277693e+00,-5.432824694051275216e+00
-9.950484952986258236e+00,-6.314721605638025537e+00,-4.292964549625391868e+00
-7.309674934063644436e+00,-2.983727744026299256e+00,-2.460174829661779139e+00
-9.031839080166905731e+00,-8.021794946721673369e+00,-7.484281748158146286e+00
-4.252696492705065445e+00,-4.155768402059678124e+00,-3.550078750248514048e+00
-1.862305285157427903e+01,-1.368255838647734635e+01,-9.995543601969393066e+00
-1.535472318575670769e+01,-1.304423563574073697e+01,-1.100542465006212645e+01
-1.372471635076339069e+01,-9.693235220705298971e+00,-6.308474672662040206e+00
-9.867693110105976828e+00,-6.529129032495205820e+00,-1.997056203141388764e+00
-7.968849426811898340e+00,-6.197833065358068438e+00,-3.796071779627182341e+00
-6.868573463943942414e+00,-5.478720410371460403e+00,-1.484720909283717027e+00
-1.059180246893009070e+01,-8.552697436670380071e+00,-4.974426709261809521e+00
-5.767853424785302607e+00,-3.606471891388986606e+00,-2.492403429526727443e+00
-1.786493264450913898e+01,-1.306254825477581960e+01,-1.037145953380653118e+01
-7.856242583350654840e+00,-7.513557258258824589e+00,-6.867314508965155717e+00
-1.486380258141153732e+01,-1.190026239433911925e+01,-1.083033253642115845e+01
-1.002979510572391142e+01,-6.674379679525704212e+00,-5.008969085663904863e+00
-6.789310269295447675e+00,-6.324313807616141148e+00,-3.754467660088453229e+00
-8.327747287179096958e+00,-3.456594673014749652e+00,-8.278329445706225087e-01
-1.193077489349619746e+01,-9.519639405754730888e+00,-8.163459270010751112e+00
-1.197612704229234204e+01,-8.371869411056907850e+00,-5.647149771890419778e+00
-1.196017759574691297e+01,-8.072250108969910798e+00,-5.159559758686084407e+00
-7.031747073646125834e+00,-5.921092891198905583e+00,-1.158947495501885250e+00
-7.048452228433416344e+00,-5.139331966258719575e+00,-2.124217263928589894e+00
-1.035291594821264916e+01,-6.120552324798486765e+00,-2.708499126087278164e+00
-9.207888529112558729e+00,-8.028462455239267825e+00,-5.921928531619309766e+00
-6.481402866197331747e+00,-4.049320131022731140e+00,-4.022474198957525893e+00
-1.245336486178620206e+01,-8.594200158084973395e+00,-8.508072464929071543e+00
-1.170127136747902163e+01,-1.056292135417991318e+01,-9.341035963473855119e+00
-1.088366885162629671e+01,-6.873271898312020234e+00,-5.281526996354678261e+00
-5.066878536713927961e-01,-3.693662773532437882e-01,4.530996258628903206e-01
-1.113923652371095407e+01,-6.943041783743590045e+00,-4.395201958125587893e+00
-7.749465764708596716e+00,-4.306886079800330336e+00,-3.420584742533708589e+00
-1.038087363826038789e+01,-7.183901507941714115e+00,-5.678885638011552217e+00
-5.299198128004882768e+00,-4.420145672958240901e+00,-3.240998777806261888e+00
-9.540004634132017713e+00,-6.187932315646879289e+00,-1.642190691999315000e+00
-1.077403311941691655e+01,-6.021054001373595810e+00,-4.086318059997730678e+00
-2.974228626229945549e-01,-1.752032600188817568e-01,1.817247644097098824e+00
-4.637095493067618257e+00,-8.677450956680381466e-01,3.705301227457456825e+00
-6.369000044964967522e+00,-3.055767736323416361e+00,-2.555895070382554923e+00
-1.928482151838817993e+00,-1.882611816929542048e+00,-5.382156694028341626e-01
7.192101846591465453e-01,2.022949750127899904e+00,3.168664027368380154e+00
-1.104982258310970522e+01,-6.637687882179113430e+00,-3.009745132819937385e+00
-1.501390419033238555e+00,-1.218148445818376224e+00,3.646442384705117945e+00
-7.051463258066875461e+00,-5.195470220110742332e+00,-2.656038775410980435e-01
-1.140343909052766236e+01,-6.868863724281232486e+00,-3.987708727247632368e+00
-5.760104161838193626e+00,-8.529417537016747985e-01,3.969112849540970878e+00
3.305300808367394261e+00,3.920913541842978134e+00,4.699518030695362114e+00
-5.095420540652103369e+00,-4.006003791852716489e+00,7.600117603170648550e-01
-4.936662280695055749e+00,-1.189198539260626131e+00,2.929332630430647288e+00
-2.034171787412077936e+00,-5.634714981335897654e-01,2.065519310186342938e+00
-4.284843441640418860e+00,-7.941955152345596680e-01,7.670207083399671610e-01
-3.394662104866807084e+00,6.832089603780699960e-01,5.043130425427374774e+00
-3.238776914807434348e+00,-6.858475112652793193e-01,1.665397441787545230e+00
-8.711240063784744692e+00,-7.090187772760053520e+00,-6.844085548003433495e+00
-5.077899891127890086e+00,-2.664637382742869320e+00,-2.534930653160269554e+00
6.134108532533539826e-01,8.467755325071819605e-01,3.988976235708070472e+00
-6.611237151803864620e+00,-5.224714254686130488e+00,-1.195019175665126276e+00
2.268655871729160722e+00,2.650340230902690219e+00,7.521483457462384337e+00
-8.136897021539297725e-01,1.369179849871220878e+00,5.665818776139174062e+00
-6.983919443886527745e+00,-5.898658745596556230e+00,-3.658086909147590049e+00
-2.744798577913001747e+00,1.852352859007453834e+00,2.197572789487050482e+00
7.587757330814629553e-01,9.977853171506643193e-01,3.724803035462643130e+00
-5.253181303417068015e+00,-4.445441582950384607e+00,-1.110084769990302256e+00
-4.487032089386753242e+00,-1.957870640185582323e+00,1.053345467262343904e+00
-5.512291960412851743e+00,-7.799347664376984346e-01,4.036052023635379626e+00
-3.883776964437648083e+00,-1.123872873421796204e-01,1.019081821545880562e+00
-2.862419125688456578e+00,3.145231851621358432e-01,2.206915795197656571e+00
-3.831530504828025485e+00,2.519497830014554296e-01,4.132479742622727770e+00
3.640548418574999223e-01,1.245595795986331522e+00,3.129078975184593325e+00
-1.746810100211040773e+00,-1.694440642218873805e+00,1.241526383958482249e-01
2.167334383807068665e+00,2.760637785642154896e+00,7.627227507704575693e+00
-3.606154071021607344e+00,-1.162766919388284359e+00,-3.111810291730947586e-01
-1.389209840356907533e+00,1.947209910309520842e+00,6.466797817749228017e+00
-4.251896406358739000e+00,-7.926045315618144294e-01,1.732101071293615124e+00
-3.371934773581568567e+00,1.748290395299796351e-01,9.032445835231213138e-01
-2.910445870970038040e+00,1.325100523160576582e+00,3.107225479564634796e+00
6.760538433504459377e-02,3.105942106961926186e+00,4.698085159160756419e+00
-5.238623519303539311e+00,-6.298638678646912847e-01,9.096386508626161937e-01
-7.168370564763575814e+00,-4.759246407615646213e+00,-3.976827011646792087e+00
2.290861426386692212e+00,2.613644812520646177e+00,5.782507149139565428e+00
-4.943434714927458451e+00,-5.318666730563401668e-01,2.124669062500916361e+00
1.100070709931588731e+00,2.829618225242996221e+00,3.508411564900218771e+00
3.909116992184046513e+00,4.033323289795732514e+00,6.350915586494625842e+00
-1.788737546371089948e+00,-7.090974013982620505e-03,4.124584117513722115e-01
9.262865080784678185e+00,1.057999446669600019e+01,1.271783932261535277e+01
-1.313810249106030170e+00,9.219852757557860379e-01,3.159269303641947690e+00
-5.284450752820175623e+00,-5.949720331251522332e-01,3.607481434146221577e+00
2.630340323412707182e+00,2.960898260822492745e+00,5.185035628639679928e+00
-8.974200923223802917e-01,7.972173366875145994e-01,3.488055560262750099e+00
3.550018706768690357e+00,4.530195088537455561e+00,7.449261137710029956e+00
3.764035951667271007e+00,7.879475785606604887e+00,8.183134099645052117e+00
-1.184800473909992657e+00,3.248652117824210261e+00,3.420133884216555398e+00
-1.458824917117418352e-01,4.853497259980215972e+00,9.543848718493705974e+00
7.214199103261902835e+00,8.821611633432615562e+00,1.103010331787265130e+01
-3.308481029175223576e+00,1.579055546434973145e+00,4.385767325836394726e+00
5.470814772570210316e+00,9.910893112883055522e+00,1.005760095678395594e+01
8.043079897818534718e-01,1.836415248673714640e+00,6.103789659216507957e+00
-5.034104314794504376e+00,-2.838424070160934676e+00,1.419672192056320448e+00
2.270331012096882706e+00,6.244408541210038521e+00,1.082254407363258153e+01
-2.450283905033865839e+00,9.467081148664435730e-01,4.902585980008602462e+00
5.039374525643877334e+00,6.714317035296375025e+00,7.163625457581938250e+00
3.993410840087483038e+00,6.253244144066408161e+00,7.441871921865967465e+00
5.338291376740906813e+00,8.133396161702304283e+00,9.480255632252976739e+00
-2.086554776322718574e+00,2.344441532893681845e+00,6.379307925185996986e+00
-2.418863129111346488e+00,2.053212855878550513e+00,6.909029472468007249e+00
2.627424501350691166e+00,3.931556680801725268e+00,4.792824158872599938e+00
3.642181294701015926e+00,7.462334247581107860e+00,9.277139882574580554e+00
1.042518522695505823e-01,4.246991736384597260e+00,5.161578508214399896e+00
2.598989605820519078e+00,2.742879275376921555e+00,7.527160194925891723e+00
5.567031751398934247e+00,7.294558818221457130e+00,9.774824318231676301e+00
7.135671383297468751e+00,8.731080711521693516e+00,1.203332282721899205e+01
5.269318909811493867e+00,6.535330825625868201e+00,7.146465433765470721e+00
3.031340020144246417e-01,3.370452225203723007e+00,7.590950907841415685e+00
-3.686969832191608898e+00,-5.553496356718818916e-01,-3.404582863153206018e-01
3.863869777867245947e+00,4.136902358769463106e+00,5.591403744845496959e+00
8.297792864941747837e+00,1.020232706218430607e+01,1.350896609159010531e+01
5.866158754923617380e+00,1.062754558383523218e+01,1.433961351409463347e+01
1.090258766217159003e+00,3.338491241555184175e+00,5.098941378124360213e+00
6.539237197046331218e+00,7.311428846952711780e+00,1.128868800146435447e+01
1.907876630515991323e+00,6.239403175105282529e+00,1.112126367286847994e+01
1.971142363371837014e+00,6.812686637191013972e+00,1.171140071905544389e+01
4.328622119111036781e+00,8.056985984047264182e+00,8.184648136038079613e+00
5.020560819360931681e+00,5.605586084190592011e+00,1.015902721695175970e+01
3.920653941613547744e+00,8.463511289490577738e+00,1.038917528231958620e+01
-4.553510181516431388e-01,3.207643477035819757e+00,7.259834446733971269e+00
8.074609657346785596e+00,1.001451672898251033e+01,1.047871984569038872e+01
8.012132895482338313e+00,1.207506530202416428e+01,1.364641406786080324e+01
1.427568666030865963e+00,1.612726090096542109e+00,2.504406327898967000e+00
4.661818735158345994e+00,5.711749365195032624e+00,9.244761346614726705e+00
5.439692877398032422e+00,6.394214930862672119e+00,8.469982919648760600e+00
8.617881972057990225e+00,1.270189904459043362e+01,1.669550298721433634e+01
-4.181791434023400811e-01,2.904917557553231333e+00,6.602062155877885807e+00
3.284318756761071434e+00,5.552874465219237443e+00,5.815595788122792875e+00
3.250874182853846328e+00,7.469513781764614890e+00,9.498650811861809373e+00
7.716630965738099590e+00,1.110628971096754647e+01,1.537786030461014164e+01
1.129746224552076939e+01,1.411953187268006893e+01,1.560256571185529850e+01
9.229903397327277048e+00,1.003380021848983539e+01,1.376290364821477574e+01
1.976527566954460191e+00,4.953628218347022383e+00,8.097913676799356253e+00
5.986009207360606155e+00,8.039677606856072245e+00,9.015591812710754382e+00
1.016483429009700146e+01,1.457890186402031496e+01,1.760073516939461413e+01
1.293951022641551418e+01,1.293979467797347027e+01,1.645948141195191283e+01
3.598945031286916674e+00,7.404163663636356141e+00,1.063123392931141531e+01
2.500780490337955797e+00,6.739702862699553876e+00,1.021067486141679304e+01
5.298997182508436765e+00,1.029631595164077851e+01,1.462408573765642572e+01
5.556434717034985482e+00,6.897249308752079422e+00,7.414993723640845857e+00
4.632797126229347029e+00,7.007975932253327933e+00,9.173379471617735703e+00
6.857612680774239244e+00,7.204573471725778333e+00,7.465204288581499092e+00
1.632409742395712371e+01,1.637135319033443182e+01,1.639990251138176802e+01
6.653531709050932719e+00,9.458010404693578010e+00,1.106527614343293386e+01
1.084988488896616055e+01,1.091844951596272040e+01,1.208827849401659726e+01
3.651139713988971636e+00,8.200347895115955410e+00,1.290612459558292713e+01
7.522659153572978319e+00,8.947877963802346457e+00,1.215309192821611717e+01
2.801985619611834011e+00,4.666102530473086318e+00,6.257340455292427883e+00
6.745536183330480107e+00,1.010403558176017036e+01,1.228207463257617071e+01
1.213493231014729012e+01,1.452957661387580401e+01,1.665982791937170759e+01
8.678669642495524528e+00,1.300306531527068721e+01,1.451157996222170610e+01
5.819435134400072762e+00,9.670365406272315667e+00,1.167555582585389828e+01
1.145205497602377065e+01,1.310568712636960598e+01,1.355748351002556618e+01
1.305370504646592700e+01,1.449600045673518167e+01,1.620258539837500678e+01
6.153967298938638919e+00,6.971505399848724416e+00,8.530738275888115396e+00
7.996793987579767560e+00,1.246321460882843368e+01,1.595078768143636871e+01
6.371027054974574000e-01,5.573368486526387500e+00,6.293880015184402765e+00
3.942709664213982723e+00,7.134319671471499369e+00,1.153776453220937093e+01
1.297882767724392217e+01,1.362462036397600862e+01,1.804210320001042334e+01
1.129119347507122129e+01,1.295327984630543661e+01,1.626769048148171848e+01
6.786522080799336720e+00,9.820982948342486196e+00,1.238092703116181603e+01
9.817101025761374444e+00,1.116362676472173199e+01,1.268340500407751037e+01
6.601924661791512605e+00,7.670387530049548985e+00,9.939477352578709457e+00
8.714439163380923503e+00,1.194260368012275109e+01,1.259384899163650928e+01
1.275919533607085476e+01,1.328986540635152380e+01,1.770674403189887869e+01
1.759414761108785363e+00,5.372493830330718367e+00,6.073791003699631652e+00
1.843155839418515018e+00,5.504589124949759160e+00,8.977994778221642491e+00
9.345265285519813503e+00,9.709238812656067807e+00,1.043118568018970649e+01
1.055163377155087012e+01,1.436523182040902569e+01,1.546371666584818882e+01
1.712292381279914011e-01,4.786115670037730752e+00,8.996570511059100994e+00
6.172513255185430481e+00,1.035777915442916353e+01,1.125818693638405321e+01
2.353613051909810849e+00,7.184430798955950159e+00,9.944868856355897790e+00
1.926683265628853725e+00,3.268590817831368511e+00,7.208129373192889489e+00
1.046869870023150284e+01,1.397779523324314255e+01,1.600930422725398827e+01
8.654905079812754920e+00,1.239252098721885709e+01,1.697363053447311643e+01
9.686328105170151304e+00,1.438826656053626074e+01,1.786597962982438048e+01
4.253004400641120064e+00,5.991135249608218416e+00,1.044266001209664552e+01
5.753465828700739415e+00,6.685283147004225768e+00,1.168098306551918419e+01
5.412256860229637923e+00,9.714268691042258652e+00,1.403534814015890930e+01
6.678245413643414174e+00,1.085847800699469801e+01,1.469245750492913061e+01
9.260525582921308896e+00,1.073972398299068765e+01,1.152646978354025542e+01
5.852406524513988018e+00,5.867198408790206265e+00,6.153085102274294726e+00
8.077187803240576613e+00,1.201505153956716043e+01,1.456333716171643644e+01
5.067635282525246865e+00,5.931639259417593735e+00,1.055735508727565630e+01
7.553743555165310930e+00,1.049581698478975333e+01,1.204872496040183982e+01
4.624317376334110108e+00,8.323701828047822104e+00,1.222625816682503341e+01
1.002931163317430219e+01,1.307029687409682239e+01,1.640531119274780636e+01
1.306233962461131526e+01,1.528014255426227308e+01,1.805390538363399600e+01
9.354116593054767392e+00,1.039824068239584953e+01,1.487490216527786657e+01
9.106702290725870341e+00,1.275450556255297485e+01,1.692343010489770094e+01
1.713320745180269000e-01,3.858777965883234629e+00,5.269418969198415681e+00
4.127163351969459271e+00,9.021235506542717886e+00,9.283951556165360941e+00
3.080021412496337874e+00,5.587507431507370725e+00,8.970735391269823111e+00
5.310933385337794910e+00,6.168058760043578559e+00,9.663046685158626303e+00
4.338661780176041205e+00,7.083153027745067831e+00,1.133173943660383998e+01
7.550957561346637092e+00,1.172491635972319557e+01,1.429177177179607483e+01
5.018959351892116061e-01,4.694587658626009130e+00,9.320454345742756885e+00
9.698394082404828254e+00,1.089550381243033428e+01,1.471742114002407220e+01
3.577896800205643046e+00,7.615641634425651674e+00,9.315164195564149097e+00
5.557093518339027760e+00,6.162345589584260708e+00,9.322661011427348043e+00
5.500843531425711141e+00,7.354023381068392595e+00,7.707079802691557902e+00
1.087549300476728042e+00,4.136372877298398976e+00,4.756801734909514856e+00
2.119535394628111025e+00,4.845680302380614535e+00,8.884277016337682298e+00
7.829293249875511229e+00,1.101675307370820178e+01,1.576794896486248732e+01
3.318883611765964581e+00,6.760618102545675967e+00,8.176782389198654855e+00
9.547816594084757469e+00,1.093241729941157914e+01,1.417486797793679010e+01
5.910601725594407441e+00,9.446343498691870622e+00,1.112707862956327887e+01
8.413308220706356977e+00,1.120264921418709747e+01,1.453898813612536145e+01
4.742304006860952548e+00,4.835569089810642929e+00,7.950032254527181763e+00
9.184193202505550602e+00,1.033900251278623195e+01,1.068077307610295712e+01
4.121414781057314514e+00,8.568066718500919166e+00,1.349623681246807294e+01
5.698926704523907816e+00,7.179884500028104632e+00,7.858710244029837533e+00
-2.663214416950685504e+00,1.540725421248463789e+00,1.748373005131357072e+00
4.715722969294486866e+00,6.180837362569485904e+00,1.115098221334373818e+01
5.647985365922272294e+00,7.945554072718336691e+00,8.276029316732341101e+00
2.949951191618179092e+00,5.176320502218148434e+00,9.385315444157800613e+00
3.289663138317521884e+00,7.448890794167743579e+00,1.151608014561946547e+01
3.219156335396274216e+00,5.996668688706707329e+00,8.356792893216349327e+00
-4.231981627419605374e-01,4.316499662311970908e+00,9.165860437845861242e+00
7.081729782804593754e+00,9.907878213809853563e+00,1.231274069771247426e+01
-9.625387214464609098e-01,3.532559822026382079e-01,4.318643119080589621e-01
3.933716666674221152e+00,5.965464388729218470e+00,7.048154250156859035e+00
1.729935037739168013e+00,4.386599105497009710e+00,5.302438525948159231e+00
8.025789291487618327e-01,8.714140041699742767e-01,1.179315894231571793e+00
2.841426024295774955e+00,3.036778379257268234e+00,7.877817889791738359e+00
1.937536956269081179e+00,2.221110698720719423e+00,6.572306495014840877e+00
4.036448687292374160e+00,5.594967377848035106e+00,6.705522898222485928e+00
3.396328691694422641e+00,4.140739417442595105e+00,6.314396852805805871e+00
3.415854810171350397e+00,6.067422514940310485e+00,7.049978810267276685e+00
4.580992211764879585e+00,8.181457580545949071e+00,1.028687877155773656e+01
1.470389731386157806e+00,6.467078322822750636e+00,1.076031352002211250e+01
4.419757443708838274e+00,5.170212525776559431e+00,6.253496512091483162e+00
4.142037991118860951e-01,3.533674216887879638e+00,7.086449469319864747e+00
6.043611753557179611e+00,9.635836980597774826e+00,1.389338855307938303e+01
3.892974803280305096e+00,5.534217691091191327e+00,6.623055958854168423e+00
5.206337520661117324e+00,6.763087601148694006e+00,7.448712312508764199e+00
1.622941230222211484e+00,4.054549873581328789e+00,6.173822944113670275e+00
6.092534702932645985e+00,9.020074458771951242e+00,1.256166129012159161e+01
2.482691747437467455e+00,7.029856148079568712e+00,8.658460070526135866e+00
5.445109153137044800e+00,6.705607257615227468e+00,1.056792907051289276e+01
-1.176295395703754521e+00,3.227509535105967942e-01,3.197691552399838155e+00
-4.006760979282683266e+00,1.940043136996063566e-01,2.631441342261927385e+00
3.698702371937797828e+00,7.231604189729085697e+00,1.088821546682683206e+01
2.302758905796064681e+00,6.393352435433325098e+00,8.033373072297688822e+00
4.519864899368568167e+00,5.708425931086899219e+00,8.220077005573859452e+00
-8.851461285053709105e+00,-4.308084799501748385e+00,-4.298557257177719748e+00
-9.825768817869988681e-01,-8.748499077203235608e-01,2.667564754283497486e+00
-7.235047884119767403e-01,1.230722597337168267e+00,4.843292230593234216e+00
2.834526180254147931e+00,7.005944823078016803e+00,8.574493765225923880e+00
-1.036979305996751144e+00,2.301701581212200143e+00,5.082054692900343618e+00
-6.737531155424477447e+00,-3.122834910352450866e+00,-2.936307278343340155e+00
-7.437660010351311968e+00,-3.829531693524002911e+00,-1.419230016031393316e+00
-4.281663465983163164e+00,-2.671243512209475757e-01,-1.555515866895235133e-01
-3.537740817177163599e+00,8.057227263834265685e-01,2.217310570718508789e+00
3.283726301066041131e+00,4.716697088641895519e+00,6.299048519149065051e+00
-4.858847096761699902e+00,-3.316046818572994104e-01,4.170026807731870733e+00
-4.120452981482677579e+00,-3.505943966240089971e+00,-1.757384573176601350e-01
-2.003569438589052787e+00,-7.150804959328437294e-01,6.381764712868459588e-01
-6.215863228147304298e+00,-3.048239169434278306e+00,-2.973251244067988797e+00
-2.517031901640755631e+00,2.345548870482375980e-01,4.513816836698633317e+00
-2.486694837197380714e+00,-1.439070404326519004e+00,6.399524176992068547e-01
-1.058383016190709514e+00,-1.515160677654139865e-02,4.681889802458895744e+00
-5.817820805652471616e-01,1.796065437187943870e+00,6.651174423671130320e+00
-3.796770535981563999e+00,6.600663207199279903e-01,1.662130626828658864e+00
1.047535785525854246e+00,1.182033386471296632e+00,1.380037888525974976e+00
4.081172855260096988e+00,4.132789116887050085e+00,6.710933536625834250e+00
-2.380078235958696276e+00,2.534294222144529485e+00,7.060759437091506108e+00
-4.977270886199781863e+00,-3.748680331623273965e+00,-1.542114188448461043e+00
-3.118567160633320512e+00,-8.645017954197087295e-01,4.624261831475562357e-01
-9.228675278889779676e-01,-1.179144959228755063e-01,1.484677936491911154e+00
-2.072248396369582135e+00,-1.803369128690214929e+00,1.989425703727675021e+00
-6.136539712986802897e+00,-4.941254649684546862e+00,-3.867414024887215085e+00
-2.982839930163733388e+00,2.208344412902549792e-01,1.253070464935089223e+00
-3.867197842335595936e+00,-2.907059339542256815e+00,-2.334583512215717693e+00
-1.001328049953648325e+00,9.330827444853242447e-01,3.545052379601853154e+00
-5.187600858225933642e+00,-3.102010261230254695e+00,8.925943895581918142e-01
-4.938307218480970207e+00,-3.468802426632945135e+00,-9.777505533023278517e-01
-1.371844098959700631e+01,-9.498430149170788539e+00,-8.105913647394128674e+00
-3.872798219063133374e+00,-3.060897550149649149e+00,-2.515892904737478730e+00
-5.362162022651328463e+00,-5.076218785999540017e+00,-3.676321398532867324e+00
-5.384561932258433714e+00,-2.672919000205595363e+00,-2.010507336297051140e+00
-9.772247889654849473e+00,-5.033836197633180021e+00,-2.906466224150473288e+00
6.201066705508302412e-01,4.613210023319715525e+00,8.034910119097137482e+00
-7.917400924838723597e+00,-3.417411095339947913e+00,-1.100474948483881832e+00
-6.621386587533498513e+00,-5.401410289721445324e+00,-4.930489403795555781e+00
-3.570914536204698120e+00,2.889409493742181034e-01,3.359614946683487258e+00
-9.054988202698137201e+00,-4.384272725158821160e+00,-2.976590256644208843e+00
-5.512353195700573139e+00,-5.510154416487925921e+00,-1.980899373915935069e+00
-4.472576629251376445e+00,-3.105722281198810553e+00,-2.659621971644423155e+00
-2.988475317917866469e+00,-7.051532186963402893e-01,3.353890503979216398e+00
-5.384630122177309630e+00,-3.662240852618979581e+00,-8.297697884161734372e-01
-5.003840109397708957e+00,-4.735051712972992988e+00,7.932203845965624112e-02
-7.019313346505323459e+00,-5.985087595758640688e+00,-3.262707828439121549e+00
-8.627660703357101113e+00,-7.669903257423163367e+00,-4.699582583208059106e+00
-1.141133050022617645e+01,-1.125893011938760679e+01,-9.329985069683269572e+00
-8.322997872878083570e+00,-5.469193501876437935e+00,-1.750867684376246292e+00
